show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added
s4333,Movie,Battle,Katarina Launing,Norway,12/1/2018,2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",2018,12,1
s4334,Movie,Blind Detective,Johnnie To,Hong Kong,12/1/2018,2013,TV-MA,130 min,"Action & Adventure, Comedies, International Movies",2018,12,1
s4335,Movie,Break Up 100,Lawrence Cheng,Hong Kong,12/1/2018,2014,TV-14,105 min,"Comedies, International Movies, Romantic Movies",2018,12,1
s4336,Movie,Chal Bhaag,Prakash Balwant Saini,India,12/1/2018,2014,TV-14,110 min,"Comedies, Dramas, International Movies",2018,12,1
s4337,Movie,Crossroads: One Two Jaga,Nam Ron,Malaysia,12/1/2018,2018,TV-14,81 min,"Dramas, International Movies",2018,12,1
s4339,Movie,Don't Go Breaking My Heart 2,Johnnie To,Hong Kong,12/1/2018,2014,TV-14,113 min,"Comedies, International Movies, Romantic Movies",2018,12,1
s4340,Movie,Faraar,Baljit Singh Deo,Australia,12/1/2018,2015,TV-14,146 min,"Action & Adventure, Dramas, International Movies",2018,12,1
s4342,Movie,Helios,"Leung Lok Man, Luk Kim-ching",Hong Kong,12/1/2018,2015,TV-14,118 min,"Action & Adventure, International Movies",2018,12,1
s4343,Movie,Line Walker,Jazz Boon,China,12/1/2018,2016,TV-MA,109 min,"Action & Adventure, Dramas, International Movies",2018,12,1
s4347,Movie,Power Paandi,Dhanush,India,12/1/2018,2017,TV-MA,124 min,"Dramas, Independent Movies, International Movies",2018,12,1
s4349,Movie,SDU: Sex Duties Unit,Gary Mak,Hong Kong,12/1/2018,2013,TV-MA,96 min,"Comedies, International Movies",2018,12,1
s4352,Movie,A Christmas Prince: The Royal Wedding,John Schultz,United States,11/30/2018,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies",2018,11,30
s4353,Movie,Angela's Christmas,Damien O’Connor,Ireland,11/30/2018,2018,TV-Y,30 min,Children & Family Movies,2018,11,30
s4355,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.",Mexico,11/30/2018,2018,TV-MA,82 min,"Dramas, International Movies",2018,11,30
s4356,Movie,Happy as Lazzaro,Alice Rohrwacher,Italy,11/30/2018,2018,PG-13,127 min,"Dramas, Independent Movies, International Movies",2018,11,30
s4358,Movie,Manto,Nandita Das,India,11/30/2018,2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",2018,11,30
s4359,Movie,Rajma Chawal,Leena Yadav,India,11/30/2018,2018,TV-MA,119 min,"Comedies, Dramas, International Movies",2018,11,30
s4361,Movie,The World Is Yours,Romain Gavras,France,11/30/2018,2018,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",2018,11,30
s4362,Movie,Time Share,Sebastián Hofmann,Mexico,11/30/2018,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",2018,11,30
s4365,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre",United States,11/25/2018,2018,TV-Y,44 min,Children & Family Movies,2018,11,25
s4370,Movie,The Christmas Chronicles,Clay Kaytis,United States,11/22/2018,2018,TV-PG,104 min,"Children & Family Movies, Comedies",2018,11,22
s4371,Movie,The Tribe,Fernando Colomo,Spain,11/21/2018,2018,TV-MA,91 min,"Comedies, International Movies",2018,11,21
s4374,Movie,Puppy Star Christmas,Robert Vince,United States,11/20/2018,2018,PG,91 min,"Children & Family Movies, Comedies",2018,11,20
s4375,Movie,Sabrina,Rocky Soraya,Indonesia,11/20/2018,2018,TV-MA,114 min,"Horror Movies, International Movies",2018,11,20
s4376,Movie,Target,Raditya Dika,Indonesia,11/20/2018,2018,TV-14,91 min,"Comedies, Horror Movies, International Movies",2018,11,20
s4378,Movie,Trevor Noah: Son of Patricia,David Paul Meyer,United States,11/20/2018,2018,TV-MA,64 min,Stand-Up Comedy,2018,11,20
s4383,Movie,Cam,Daniel Goldhaber,United States,11/16/2018,2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers",2018,11,16
s4384,Movie,Nothing to Hide,Fred Cavayé,France,11/16/2018,2018,TV-MA,94 min,"Comedies, Dramas, International Movies",2018,11,16
s4386,Movie,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen",United States,11/16/2018,2018,R,133 min,"Comedies, Dramas",2018,11,16
s4389,Movie,Aalorukkam,V C Abhilash,India,11/15/2018,2018,TV-PG,122 min,"Dramas, Independent Movies, International Movies",2018,11,15
s4399,Movie,Loudon Wainwright III: Surviving Twin,Christopher Guest,United States,11/13/2018,2018,TV-14,92 min,Music & Musicals,2018,11,13
s4391,Movie,Christmas Wedding Planner,Justin G. Dyck,Canada,11/15/2018,2017,PG,86 min,"Comedies, International Movies, Romantic Movies",2018,11,15
s4392,Movie,Halkaa,Nila Madhab Panda,India,11/15/2018,2018,TV-14,111 min,"Comedies, Dramas, Independent Movies",2018,11,15
s4393,Movie,May the Devil Take You,Timo Tjahjanto,Indonesia,11/15/2018,2018,TV-MA,111 min,"Horror Movies, International Movies",2018,11,15
s4394,Movie,Muzaffarnagar Baaqi Hai,Nakul Singh Sawhney,India,11/15/2018,2015,TV-MA,136 min,"Documentaries, International Movies",2018,11,15
s4395,Movie,Odu Raja Odu,"Nishanth Ravindaran, Jathin Sanker Raj",India,11/15/2018,2018,TV-14,121 min,"Comedies, Independent Movies, International Movies",2018,11,15
s4396,Movie,Savita Damodar Paranjpe,Swapna Waghmare Joshi,India,11/15/2018,2018,TV-14,119 min,"Horror Movies, International Movies",2018,11,15
s4397,Movie,The Giant,"Aitor Arregi, Jon Garaño",Spain,11/15/2018,2017,TV-14,115 min,"Dramas, International Movies",2018,11,15
s4398,Movie,BuyBust,Erik Matti,Philippines,11/13/2018,2018,TV-MA,128 min,"Action & Adventure, International Movies",2018,11,13
s4403,Movie,Lommbock,Christian Zübert,Germany,11/9/2018,2017,TV-MA,106 min,"Comedies, International Movies",2018,11,9
s4405,Movie,Outlaw King,David Mackenzie,United Kingdom,11/9/2018,2018,R,122 min,"Action & Adventure, Dramas",2018,11,9
s4412,Movie,Bucket List,Tejas Prabha Vijay Deoskar,India,11/5/2018,2018,TV-14,129 min,"Dramas, International Movies",2018,11,5
s4415,Movie,Ana e Vitória,Matheus Souza,Brazil,11/2/2018,2018,TV-MA,116 min,"Comedies, International Movies, LGBTQ Movies",2018,11,2
s4417,Movie,ReMastered: Tricky Dick & The Man in Black,Sara Dosa,United States,11/2/2018,2018,TV-14,59 min,"Documentaries, Music & Musicals",2018,11,2
s4418,Movie,The Holiday Calendar,Bradley Walsh,United States,11/2/2018,2018,TV-G,95 min,"Dramas, Romantic Movies",2018,11,2
s4419,Movie,The Other Side of the Wind,Orson Welles,France,11/2/2018,2018,R,122 min,"Classic Movies, Dramas, Independent Movies",2018,11,2
s4420,Movie,They’ll Love Me When I’m Dead,Morgan Neville,United States,11/2/2018,2018,TV-MA,98 min,Documentaries,2018,11,2
s4423,Movie,ABCD 2,Remo D'Souza,India,11/1/2018,2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",2018,11,1
s4424,Movie,ABCD: Any Body Can Dance,Remo D'Souza,India,11/1/2018,2013,TV-14,136 min,"Dramas, International Movies",2018,11,1
s4426,Movie,Asees,Rana Ranbir,India,11/1/2018,2018,TV-14,123 min,"Dramas, International Movies, Music & Musicals",2018,11,1
s4427,Movie,Barfi!,Anurag Basu,India,11/1/2018,2012,TV-14,144 min,"Comedies, Dramas, International Movies",2018,11,1
s4429,Movie,Christmas With A View,Justin G. Dyck,Canada,11/1/2018,2018,TV-PG,91 min,"International Movies, Romantic Movies",2018,11,1
s4435,Movie,Edge of Fear,Bobby Roth,United States,11/1/2018,2018,TV-MA,92 min,"Independent Movies, Thrillers",2018,11,1
s4436,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Halder Gomes,Brazil,11/1/2018,2017,TV-MA,80 min,Stand-Up Comedy,2018,11,1
s4438,Movie,Gaddar: the Traitor,Amitoj Mann,India,11/1/2018,2015,TV-14,126 min,"Dramas, International Movies, Thrillers",2018,11,1
s4439,Movie,Ghanchakkar,Raj Kumar Gupta,India,11/1/2018,2013,TV-MA,129 min,"Comedies, International Movies, Thrillers",2018,11,1
s4440,Movie,Grandmaster,B. Unnikrishnan,India,11/1/2018,2012,TV-14,133 min,"International Movies, Thrillers",2018,11,1
s4442,Movie,Heroine,Madhur Bhandarkar,India,11/1/2018,2012,TV-MA,143 min,"Dramas, International Movies",2018,11,1
s4443,Movie,Himmatwala,Sajid Khan,India,11/1/2018,2013,TV-14,140 min,"Action & Adventure, Comedies, International Movies",2018,11,1
s4444,Movie,Husbands in Goa,Saji Surendran,India,11/1/2018,2012,TV-14,150 min,"Comedies, International Movies, Music & Musicals",2018,11,1
s4445,Movie,Jatts in Golmaal,Ksshitij Chaudhary,India,11/1/2018,2013,TV-PG,128 min,"Comedies, International Movies, Music & Musicals",2018,11,1
s4446,Movie,Kai Po Che!,Abhishek Kapoor,India,11/1/2018,2013,TV-MA,120 min,"Dramas, International Movies, Sports Movies",2018,11,1
s4447,Movie,Kalakalappu,Sundar C.,India,11/1/2018,2012,TV-14,154 min,"Comedies, International Movies, Music & Musicals",2018,11,1
s4449,Movie,Katti Batti,Nikhil Advani,India,11/1/2018,2015,TV-14,132 min,"Comedies, Dramas, International Movies",2018,11,1
s4451,Movie,Marc Maron: Thinky Pain,Lance Bangs,United States,11/1/2018,2013,TV-MA,95 min,Stand-Up Comedy,2018,11,1
s4453,Movie,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,India,11/1/2018,2014,TV-14,139 min,"Comedies, International Movies, Music & Musicals",2018,11,1
s4457,Movie,Raja Natwarlal,Kunal Deshmukh,India,11/1/2018,2014,TV-14,131 min,"Dramas, International Movies, Thrillers",2018,11,1
s4458,Movie,Satyagraha,Prakash Jha,India,11/1/2018,2013,TV-14,146 min,"Dramas, International Movies, Music & Musicals",2018,11,1
s4459,Movie,Settai,R. Kannan,India,11/1/2018,2013,TV-14,123 min,"Comedies, International Movies, Music & Musicals",2018,11,1
s4460,Movie,Sigaram Thodu,Gaurav Narayanan,India,11/1/2018,2014,TV-14,141 min,"Dramas, International Movies, Thrillers",2018,11,1
s4461,Movie,Sommore: The Reign Continues,Kevin Layne,United States,11/1/2018,2015,TV-MA,93 min,Stand-Up Comedy,2018,11,1
s4463,Movie,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,United States,11/1/2018,2017,TV-MA,91 min,"Documentaries, LGBTQ Movies",2018,11,1
s4464,Movie,Vaya,Akin Omotoso,South Africa,11/1/2018,2016,TV-MA,106 min,"Dramas, Independent Movies, International Movies",2018,11,1
s4468,Movie,Gun City,Dani de la Torre,Spain,10/31/2018,2018,TV-MA,126 min,"Dramas, International Movies, Thrillers",2018,10,31
s4469,Movie,Heneral Luna,Jerrold Tarog,Philippines,10/31/2018,2015,R,118 min,"Dramas, International Movies",2018,10,31
s4473,Movie,Dovlatov,Aleksey German,Russia,10/26/2018,2018,PG-13,126 min,"Dramas, International Movies",2018,10,26
s4474,Movie,Jefe,Sergio Barrejón,Spain,10/26/2018,2018,TV-MA,90 min,"Comedies, Dramas, International Movies",2018,10,26
s4476,Movie,Shirkers,Sandi Tan,United States,10/26/2018,2018,TV-14,97 min,Documentaries,2018,10,26
s4478,Movie,W/O Ram,Vijay Yelakanti,India,10/26/2018,2018,TV-MA,115 min,"Dramas, International Movies, Thrillers",2018,10,26
s4481,Movie,Ronnie Coleman: The King,Vlad Yudin,United States,10/25/2018,2018,TV-MA,93 min,Documentaries,2018,10,25
s4483,Movie,ADAM SANDLER 100% FRESH,Steve Brill,United States,10/23/2018,2018,TV-MA,74 min,Stand-Up Comedy,2018,10,23
s4485,Movie,Scorpion King 5: Book of Souls,Don Michael Paul,United States,10/23/2018,2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy",2018,10,23
s4487,Movie,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo",Peru,10/20/2018,2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",2018,10,20
s4612,Movie,Vettai,N. Linguswamy,India,10/1/2018,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",2018,10,1
s4472,Movie,Been So Long,Tinge Krishnan,Not Given,10/26/2018,2018,TV-MA,100 min,"Dramas, International Movies, Music & Musicals",2018,10,26
s4482,Movie,Baahubali: The Beginning (English Version),S.S. Rajamouli,Not Given,10/24/2018,2015,TV-14,138 min,"Action & Adventure, Dramas, International Movies",2018,10,24
s4491,Movie,"Club de Cuervos Presents: I, Potro",Marcos Bucay,Mexico,10/19/2018,2018,TV-MA,51 min,Movies,2018,10,19
s4493,Movie,Gnome Alone,Peter Lepeniotis,United Kingdom,10/19/2018,2018,PG,86 min,"Children & Family Movies, Comedies",2018,10,19
s4494,Movie,Illang: The Wolf Brigade,Kim Jee-woon,South Korea,10/19/2018,2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,10,19
s4497,Movie,Naa Bangaaru Talli,Rajesh Touchriver,India,10/19/2018,2013,TV-14,122 min,"Dramas, International Movies",2018,10,19
s4500,Movie,S Storm,David Lam,Hong Kong,10/19/2018,2016,TV-MA,95 min,"Action & Adventure, International Movies",2018,10,19
s4501,Movie,The Night Comes for Us,Timo Tjahjanto,Indonesia,10/19/2018,2018,TV-MA,121 min,"Action & Adventure, International Movies",2018,10,19
s4503,Movie,Mr. Chandramouli,Thiru,India,10/18/2018,2018,TV-MA,131 min,"Dramas, International Movies, Thrillers",2018,10,18
s4506,Movie,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,United States,10/16/2018,2018,TV-MA,63 min,Stand-Up Comedy,2018,10,16
s4507,Movie,Meghnadbodh Rohoshyo,Anik Datta,India,10/15/2018,2017,TV-MA,150 min,"Dramas, International Movies",2018,10,15
s4508,Movie,Sanju,Rajkumar Hirani,India,10/15/2018,2018,TV-MA,159 min,"Dramas, International Movies",2018,10,15
s4510,Movie,Soorma,Shaad Ali,India,10/13/2018,2018,TV-14,131 min,"Dramas, International Movies, Sports Movies",2018,10,13
s4511,Movie,Apostle,Gareth Evans,United Kingdom,10/12/2018,2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers",2018,10,12
s4515,TV Show,FIGHTWORLD,Padraic McKinley,Not Given,10/12/2018,2018,TV-MA,1 Season,Docuseries,2018,10,12
s4513,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,Spain,10/12/2018,2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy",2018,10,12
s4514,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,United States,10/12/2018,2018,TV-MA,86 min,"Documentaries, LGBTQ Movies",2018,10,12
s4516,Movie,Kuntilanak,Rizal Mantovani,Indonesia,10/12/2018,2018,TV-14,106 min,"Horror Movies, International Movies",2018,10,12
s4517,Movie,ReMastered: Who Shot the Sheriff,Kief Davidson,United States,10/12/2018,2018,TV-14,57 min,"Documentaries, Music & Musicals",2018,10,12
s4520,Movie,The Kindergarten Teacher,Sara Colangelo,United States,10/12/2018,2018,R,97 min,"Dramas, Independent Movies",2018,10,12
s4523,Movie,22-Jul,Paul Greengrass,Norway,10/10/2018,2018,R,144 min,"Dramas, Thrillers",2018,10,10
s4525,Movie,Tales From the Hood 2,"Rusty Cundieff, Darin Scott",United States,10/10/2018,2018,R,110 min,"Cult Movies, Horror Movies, Independent Movies",2018,10,10
s4526,Movie,Mo Amer: The Vagabond,Stan Lathan,United States,10/9/2018,2018,TV-MA,57 min,Stand-Up Comedy,2018,10,9
s4527,Movie,Pulang,Kabir Bhatia,Malaysia,10/8/2018,2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies",2018,10,8
s4529,Movie,Seven in Heaven,Chris Eigeman,United States,10/6/2018,2018,PG-13,94 min,Horror Movies,2018,10,6
s4542,Movie,Joe Rogan: Strange Times,Anthony Giordano,United States,10/2/2018,2018,TV-MA,64 min,Stand-Up Comedy,2018,10,2
s4533,Movie,Malevolent,Olaf de Fleur,United Kingdom,10/5/2018,2018,TV-MA,89 min,"Horror Movies, Thrillers",2018,10,5
s4534,Movie,Private Life,Tamara Jenkins,United States,10/5/2018,2018,R,124 min,"Comedies, Dramas, Independent Movies",2018,10,5
s4538,Movie,The Black Prince,Kavi Raz,United Kingdom,10/3/2018,2017,PG-13,121 min,"Dramas, International Movies",2018,10,3
s4539,Movie,Truth or Dare,Nick Simon,United States,10/3/2018,2017,TV-MA,88 min,Horror Movies,2018,10,3
s4540,Movie,Death Race: Beyond Anarchy,Don Michael Paul,United States,10/2/2018,2017,R,111 min,Action & Adventure,2018,10,2
s4541,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell",United States,10/2/2018,2012,TV-MA,81 min,"Comedies, Music & Musicals",2018,10,2
s4545,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,United Kingdom,10/2/2018,2014,TV-MA,137 min,Comedies,2018,10,2
s4549,Movie,Monty Python: The Meaning of Live,"Roger Graef, James Rogan",United Kingdom,10/2/2018,2014,TV-MA,94 min,Documentaries,2018,10,2
s4565,Movie,Dushman,Shagufta Rafique,Not Given,10/1/2018,2017,TV-14,141 min,"Dramas, International Movies",2018,10,1
s4567,Movie,Freedom at Midnight,Tinu Pappachan,Not Given,10/1/2018,2018,TV-MA,135 min,"Dramas, Independent Movies, International Movies",2018,10,1
s4556,Movie,The Meaning of Monty Python,Albert Sharpe,United Kingdom,10/2/2018,2013,TV-MA,60 min,Documentaries,2018,10,2
s4557,Movie,25 Kille,Simranjit Singh Hundal,India,10/1/2018,2016,TV-14,140 min,"Action & Adventure, Dramas, International Movies",2018,10,1
s4558,Movie,A Witches' Ball,Justin G. Dyck,Canada,10/1/2018,2017,PG,91 min,Children & Family Movies,2018,10,1
s4560,Movie,Anjaan,N. Linguswamy,India,10/1/2018,2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies",2018,10,1
s4561,Movie,Bathinda Express,Deep Joshi,India,10/1/2018,2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",2018,10,1
s4564,Movie,Dil Vil Pyaar Vyaar,Manjeet Maan,India,10/1/2018,2014,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies",2018,10,1
s4566,Movie,Ek Main Aur Ekk Tu,Shakun Batra,India,10/1/2018,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies",2018,10,1
s4568,Movie,Haani,Amitoj Mann,India,10/1/2018,2013,TV-14,137 min,"Dramas, International Movies, Music & Musicals",2018,10,1
s4569,Movie,Happy Go Lucky,Amarpreet G S Chabbra,India,10/1/2018,2014,TV-14,129 min,"Comedies, International Movies, Music & Musicals",2018,10,1
s4571,TV Show,Hot Date,Not Given,United States,10/1/2018,2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",2018,10,1
s4572,Movie,Jagga Jasoos,Anurag Basu,India,10/1/2018,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies",2018,10,1
s4573,Movie,Jatt James Bond,Rohit Jugraj,India,10/1/2018,2014,TV-14,142 min,"Comedies, Dramas, International Movies",2018,10,1
s4575,Movie,Judge Singh LLB,Atharv Baluja,India,10/1/2018,2015,TV-PG,137 min,"Comedies, Dramas, International Movies",2018,10,1
s4577,Movie,Khido Khundi,Rohit Jugraj,India,10/1/2018,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",2018,10,1
s4578,Movie,Khoobsurat,Shashanka Ghosh,India,10/1/2018,2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",2018,10,1
s4582,Movie,Lock,Smeep Kang,India,10/1/2018,2016,TV-14,90 min,"Dramas, International Movies",2018,10,1
s4583,Movie,Luv Shuv Tey Chicken Khurana,Sameer Sharma,India,10/1/2018,2012,TV-14,129 min,"Comedies, International Movies, Romantic Movies",2018,10,1
s4585,Movie,Manje Bistre,Baljit Singh Deo,India,10/1/2018,2017,TV-14,136 min,"Comedies, Dramas, International Movies",2018,10,1
s4586,Movie,Motor Mitraan Di,Amitoj Mann,India,10/1/2018,2016,TV-PG,117 min,"Comedies, International Movies",2018,10,1
s4587,Movie,Mugamoodi,Mysskin,India,10/1/2018,2012,TV-14,150 min,"Action & Adventure, International Movies",2018,10,1
s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,United States,10/1/2018,2018,TV-Y,44 min,Children & Family Movies,2018,10,1
s4591,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,Ishi Rudell,United States,10/1/2018,2018,TV-Y,44 min,Children & Family Movies,2018,10,1
s4593,Movie,Naan Sigappu Manithan,Thiru,India,10/1/2018,2014,TV-14,147 min,"Action & Adventure, Dramas, International Movies",2018,10,1
s4594,Movie,Nasha,Amit Saxena,India,10/1/2018,2013,TV-14,115 min,"Dramas, International Movies, Romantic Movies",2018,10,1
s4595,Movie,Naughty Jatts,Pankaj Batra,India,10/1/2018,2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals",2018,10,1
s4596,Movie,Needhi Singh,Jaivi Dhanda,India,10/1/2018,2016,TV-14,103 min,"Action & Adventure, Dramas, International Movies",2018,10,1
s4597,Movie,Peace Haven,Suman Ghosh,India,10/1/2018,2016,TV-14,73 min,"Comedies, Dramas, Independent Movies",2018,10,1
s4598,Movie,Phantom,Kabir Khan,India,10/1/2018,2015,TV-14,129 min,"Action & Adventure, International Movies",2018,10,1
s4599,Movie,Pizza,Akshay Akkineni,India,10/1/2018,2014,TV-14,102 min,"Horror Movies, International Movies, Thrillers",2018,10,1
s4600,Movie,Pooja Kiven Aa,Nidhi Sharma,India,10/1/2018,2013,TV-PG,122 min,"Comedies, International Movies, Music & Musicals",2018,10,1
s4602,Movie,Race 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,10/1/2018,2013,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals",2018,10,1
s4603,Movie,Saadey CM Saab,Vipin Parashar,India,10/1/2018,2015,TV-PG,131 min,"Comedies, Dramas, International Movies",2018,10,1
s4604,Movie,Sat Shri Akaal England,Vikram Pradhan,India,10/1/2018,2017,TV-14,127 min,"Comedies, Dramas, International Movies",2018,10,1
s4606,Movie,Thaandavam,Vijay,India,10/1/2018,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",2018,10,1
s4608,Movie,Theeya Velai Seyyanum Kumaru,Sundar C.,India,10/1/2018,2013,TV-PG,132 min,"Comedies, International Movies, Music & Musicals",2018,10,1
s4610,Movie,Tiger,Sartaj Singh Pannu,India,10/1/2018,2016,TV-14,130 min,"Action & Adventure, Dramas, International Movies",2018,10,1
s4607,Movie,The Birth Reborn,Eduardo Chauvet,Not Given,10/1/2018,2018,TV-MA,91 min,"Documentaries, International Movies",2018,10,1
s4615,Movie,What the Jatt!!,Saket Behl,India,10/1/2018,2015,TV-PG,140 min,"Comedies, International Movies, Romantic Movies",2018,10,1
s4616,Movie,Zindagi Kitni Haseen Hay,Anjum Shahzad,Pakistan,10/1/2018,2016,TV-14,126 min,"Dramas, International Movies, Romantic Movies",2018,10,1
s4617,Movie,Big Miracle,Ken Kwapis,United States,9/30/2018,2012,PG,107 min,"Children & Family Movies, Dramas",2018,9,30
s4618,Movie,Paradise Lost,Monique Gardenberg,Brazil,9/29/2018,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",2018,9,29
s4619,Movie,Animal World,Han Yan,China,9/28/2018,2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",2018,9,28
s4620,Movie,Hold the Dark,Jeremy Saulnier,United States,9/28/2018,2018,TV-MA,126 min,"Action & Adventure, Dramas",2018,9,28
s4621,Movie,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,United States,9/28/2018,2018,TV-14,24 min,Documentaries,2018,9,28
s4625,Movie,The 3rd Eye,Rocky Soraya,Indonesia,9/28/2018,2018,TV-MA,108 min,"Horror Movies, International Movies",2018,9,28
s4626,Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",Spain,9/28/2018,2018,TV-MA,117 min,"Documentaries, International Movies",2018,9,28
s4627,Movie,In Darkness,Anthony Byrne,United Kingdom,9/22/2018,2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers",2018,9,22
s4631,Movie,Quincy,"Rashida Jones, Alan Hicks",United States,9/21/2018,2018,TV-MA,124 min,"Documentaries, Music & Musicals",2018,9,21
s4642,Movie,The Angel,Ariel Vromen,Israel,9/14/2018,2018,TV-MA,114 min,"Dramas, International Movies, Thrillers",2018,9,14
s4643,Movie,The Land of Steady Habits,Nicole Holofcener,United States,9/14/2018,2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies",2018,9,14
s4647,Movie,On My Skin,Alessio Cremonini,Italy,9/12/2018,2018,TV-MA,100 min,"Dramas, International Movies",2018,9,12
s4650,Movie,The Resistance Banker,Joram Lürsen,Netherlands,9/11/2018,2018,TV-MA,123 min,"Dramas, International Movies",2018,9,11
s4657,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",China,9/7/2018,2018,TV-PG,106 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2018,9,7
s4658,Movie,Sierra Burgess Is A Loser,Ian Samuels,United States,9/7/2018,2018,PG-13,106 min,"Comedies, Romantic Movies",2018,9,7
s4660,Movie,The Most Assassinated Woman in the World,Franck Ribière,Belgium,9/7/2018,2018,TV-MA,102 min,"Dramas, International Movies, Thrillers",2018,9,7
s4661,Movie,PK,Rajkumar Hirani,India,9/6/2018,2014,TV-14,146 min,"Comedies, Dramas, International Movies",2018,9,6
s4662,Movie,The Debt Collector,Jesse V. Johnson,United Kingdom,9/3/2018,2018,TV-MA,96 min,Action & Adventure,2018,9,3
s4665,TV Show,Age of Rebellion,Peter Ho,Taiwan,9/1/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,9,1
s4666,Movie,Carbon,Olivier Marchal,France,9/1/2018,2017,TV-MA,104 min,"Dramas, International Movies, Thrillers",2018,9,1
s4667,Movie,Garbage,Qaushiq Mukherjee,India,9/1/2018,2018,TV-MA,109 min,"Dramas, Independent Movies, International Movies",2018,9,1
s4668,Movie,​​Kuch Bheege Alfaaz,Onir,India,9/1/2018,2018,TV-14,110 min,"Dramas, Independent Movies, International Movies",2018,9,1
s4669,Movie,Love and Shukla,Jatla Siddartha,India,9/1/2018,2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies",2018,9,1
s4670,Movie,Once Again,Kanwal Sethi,India,9/1/2018,2018,TV-PG,101 min,"Dramas, Independent Movies, International Movies",2018,9,1
s4672,Movie,Sparring,Samuel Jouy,France,9/1/2018,2017,TV-MA,94 min,"Dramas, International Movies, Sports Movies",2018,9,1
s4685,Movie,Bert Kreischer: Secret Time,Todd Biermann,Not Given,8/24/2018,2018,TV-MA,57 min,Stand-Up Comedy,2018,8,24
s4676,Movie,The Laws of Thermodynamics,Mateo Gil,Spain,8/31/2018,2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",2018,8,31
s4680,Movie,Naam Shabana,Shivam Nair,India,8/28/2018,2017,TV-14,141 min,"Action & Adventure, International Movies",2018,8,28
s4681,Movie,Qarib Qarib Singlle,Tanuja Chandra,India,8/28/2018,2017,TV-14,120 min,"Comedies, International Movies, Romantic Movies",2018,8,28
s4682,Movie,Spyder,A.R. Murugadoss,India,8/28/2018,2017,TV-14,140 min,"Action & Adventure, International Movies",2018,8,28
s4684,Movie,Maria Bamford: The Special Special Special,Jordan Brady,United States,8/25/2018,2012,TV-MA,50 min,Stand-Up Comedy,2018,8,25
